sex,length (mm),diameter (mm),height (mm),whole_weight (g),shucked_weight (g),viscera_weight (g),shell_weight (g),rings
M,115.0,89.0,28.0,147.4,65.0,28.1,47.4,10
I,115.0,89.0,32.0,183.5,90.0,38.7,48.0,9
F,116.0,87.0,31.0,175.7,85.0,33.7,48.5,10
M,117.0,90.0,35.0,225.5,98.5,52.4,67.0,11
M,118.0,87.0,33.0,195.3,90.5,47.9,47.0,9
I,118.0,94.0,29.0,194.8,90.6,47.2,57.8,8
M,118.0,81.0,30.0,170.6,65.2,52.3,49.0,9
M,119.0,94.0,35.0,198.2,76.4,47.9,100.0,12
M,119.0,96.0,28.0,182.5,81.9,36.5,57.8,9
F,119.0,92.0,32.0,184.2,80.1,40.5,57.5,9
F,120.0,90.0,28.0,173.8,68.5,39.0,58.2,11
M,120.0,90.0,30.0,173.3,73.9,39.1,51.0,12
F,122.0,99.0,32.0,217.8,93.8,39.6,76.8,11
M,123.0,97.0,43.0,192.3,84.4,35.2,58.0,11
M,123.0,98.0,34.0,229.0,98.3,41.6,68.6,13
I,124.0,95.0,32.0,181.4,74.2,33.4,61.5,11
F,125.0,103.0,31.0,232.7,97.5,51.8,71.0,11
M,126.0,103.0,35.0,239.1,98.4,49.4,74.0,11
M,126.0,99.0,36.0,262.0,99.0,59.0,93.9,10
F,127.0,101.0,33.0,250.2,115.4,45.4,76.5,11
F,127.0,98.0,31.0,229.0,95.5,60.7,63.1,9
M,127.0,100.0,36.0,230.8,88.1,46.3,77.4,9
F,128.0,97.0,29.0,226.7,110.5,50.1,60.3,11
F,128.0,100.0,30.0,240.3,111.8,46.2,67.1,9
M,130.0,101.0,34.0,311.9,139.0,70.3,79.0,11
M,130.0,102.0,35.0,263.3,126.9,52.1,72.8,12
M,131.0,108.0,33.0,280.6,139.1,47.7,84.0,11
F,131.0,98.0,32.0,240.8,109.1,52.3,64.5,9
F,131.0,91.0,34.0,257.9,117.4,63.3,68.3,11
F,132.0,106.0,36.0,303.5,155.3,60.4,80.2,10
M,133.0,105.0,31.0,271.5,106.5,60.9,89.7,10
M,135.0,104.0,29.0,272.9,111.4,68.1,77.0,11
F,136.0,104.0,37.0,298.8,123.0,78.7,81.2,11
F,136.0,112.0,39.0,332.8,116.0,77.1,109.0,11
M,137.0,102.0,33.0,309.0,137.2,75.5,81.1,10
F,139.0,107.0,40.0,317.1,133.4,66.8,94.2,11
F,140.0,111.0,44.0,333.2,129.4,85.7,91.0,11
M,142.0,112.0,35.0,344.8,113.2,91.5,92.5,13
F,146.0,110.0,41.0,381.6,108.3,71.3,119.3,14
F,151.0,115.0,40.0,414.6,202.7,93.1,96.0,11
I,45.0,34.0,10.0,10.3,3.8,2.4,3.4,4
I,46.0,34.0,10.0,11.4,5.2,2.6,3.2,5
I,51.0,37.0,12.0,18.5,7.8,4.2,5.0,6
I,71.0,54.0,15.0,40.8,60.9,9.2,11.9,7
I,85.0,62.0,19.0,61.5,27.8,14.9,18.6,7
I,85.0,64.0,17.0,52.4,24.7,13.4,14.5,8
M,91.0,70.0,22.0,91.6,40.0,22.2,26.1,8
M,92.0,71.0,28.0,98.2,41.4,23.0,34.8,10
M,99.0,76.0,24.0,94.8,39.4,21.3,30.9,10
M,102.0,79.0,25.0,116.1,48.8,26.7,37.6,11
F,104.0,86.0,30.0,145.6,60.4,31.5,47.0,11
M,105.0,80.0,26.0,124.4,53.1,29.4,36.8,9
M,106.0,83.0,24.0,141.2,67.1,32.7,26.9,9
F,106.0,79.0,23.0,113.7,49.8,27.5,32.2,9
M,109.0,87.0,29.0,187.7,73.7,24.9,69.0,11
F,110.0,86.0,30.0,131.0,52.7,24.4,44.2,8
M,115.0,96.0,30.0,189.3,87.1,52.1,50.1,9
M,116.0,86.0,25.0,182.3,89.2,41.5,24.2,10
M,119.0,91.0,29.0,188.4,86.0,36.4,55.4,11
M,120.0,93.0,36.0,238.6,102.9,63.0,61.1,8
M,129.0,100.0,36.0,292.2,119.7,48.5,87.8,11
M,132.0,105.0,40.0,297.8,121.3,75.9,84.2,10
I,58.0,43.0,12.0,22.3,10.6,3.7,6.4,5
I,60.0,44.0,13.0,24.7,11.8,5.2,6.3,5
I,74.0,55.0,20.0,56.3,30.1,10.1,13.6,5
I,75.0,57.0,16.0,45.2,19.5,8.0,14.5,7
I,76.0,58.0,17.0,45.7,17.6,9.3,15.0,7
I,79.0,60.0,24.0,59.9,25.3,13.6,17.9,8
I,82.0,65.0,21.0,72.2,32.1,13.3,20.6,8
I,83.0,64.0,23.0,60.9,24.3,14.7,18.8,7
I,85.0,65.0,21.0,79.5,36.3,16.2,23.5,7
I,88.0,68.0,20.0,75.8,34.5,16.3,20.2,7
I,88.0,68.0,24.0,99.9,59.3,18.9,23.7,6
M,93.0,81.0,27.0,155.5,87.2,34.3,29.1,10
F,94.0,72.0,20.0,94.1,32.7,17.8,27.7,8
M,102.0,83.0,29.0,150.2,65.9,36.7,40.6,8
F,105.0,80.0,27.0,142.8,63.6,27.6,41.6,10
F,105.0,80.0,26.0,139.9,62.3,26.2,44.6,9
F,110.0,85.0,28.0,190.4,97.9,38.9,43.7,7
M,112.0,84.0,30.0,175.1,88.0,39.3,46.3,8
M,115.0,90.0,27.0,184.3,70.8,41.8,47.3,9
F,115.0,90.0,27.0,165.7,72.4,33.1,47.2,10
M,117.0,92.0,30.0,241.2,116.2,43.2,64.6,10
M,123.0,99.0,31.0,257.3,87.0,58.6,64.9,11
F,124.0,97.0,31.0,238.9,102.1,54.2,70.4,9
F,126.0,99.0,38.0,233.1,107.2,42.3,32.5,10
F,126.0,98.0,34.0,243.1,92.5,40.9,62.1,10
M,134.0,103.0,33.0,234.7,105.2,57.0,63.2,11
M,135.0,101.0,32.0,306.4,148.0,71.4,76.3,11
F,137.0,106.0,34.0,302.1,147.7,70.5,74.5,10
F,97.0,78.0,20.0,111.3,44.3,23.1,37.0,9
M,92.0,72.0,25.0,109.4,43.3,22.1,38.0,8
M,92.0,70.0,25.0,103.3,37.7,22.9,37.0,9
M,107.0,84.0,25.0,152.8,62.4,30.1,53.0,11
M,93.0,72.0,21.0,97.6,37.6,16.9,38.0,10
M,102.0,80.0,28.0,138.1,51.8,30.2,46.0,10
I,67.0,52.0,18.0,36.7,15.6,4.8,13.0,11
M,110.0,85.0,32.0,194.0,57.7,27.8,96.0,20
I,36.0,27.0,16.0,6.6,2.9,1.4,2.0,5
I,43.0,33.0,11.0,11.8,5.3,2.5,3.7,5
I,40.0,30.0,8.0,9.2,4.2,1.4,1.3,4
F,125.0,96.0,40.0,264.7,121.5,61.1,71.0,9
M,110.0,84.0,34.0,169.3,67.2,48.1,49.0,13
M,117.0,90.0,30.0,209.4,86.3,55.2,63.0,14
F,129.0,100.0,36.0,255.7,106.9,59.9,69.0,13
F,142.0,106.0,39.0,374.9,135.1,81.3,137.1,12
F,140.0,108.0,43.0,395.6,133.5,62.5,142.0,24
F,131.0,101.0,33.0,273.4,116.7,70.3,79.2,10
F,133.0,100.0,35.0,348.4,119.0,60.5,145.0,21
F,94.0,75.0,21.0,102.6,46.4,28.4,26.0,11
M,85.0,67.0,20.0,81.7,35.1,18.4,27.0,9
M,108.0,82.0,26.0,112.0,47.5,21.3,35.0,7
M,101.0,79.0,25.0,127.0,58.0,31.1,35.0,9
M,107.0,88.0,33.0,175.0,55.8,36.0,60.0,10
F,86.0,70.0,18.0,79.4,31.5,17.8,24.0,9
M,110.0,87.0,22.0,161.2,68.3,40.6,43.0,9
F,68.0,51.0,17.0,40.8,19.4,4.2,10.0,6
I,55.0,40.0,13.0,23.3,11.3,2.6,7.0,7
F,67.0,44.0,14.0,34.0,15.2,7.3,10.0,6
M,128.0,98.0,28.0,238.8,88.9,47.6,75.0,15
F,110.0,88.0,25.0,153.0,66.0,42.5,49.0,9
F,128.0,95.0,38.0,230.2,87.3,56.2,76.1,13
F,109.0,82.0,23.0,135.3,58.0,31.6,44.0,9
F,128.0,108.0,35.0,314.2,125.4,54.2,95.0,18
M,121.0,98.0,31.0,230.6,100.6,50.1,59.0,15
M,121.0,94.0,23.0,222.8,78.5,58.2,62.0,15
M,112.0,90.0,31.0,182.5,71.9,54.2,70.0,10
F,114.0,93.0,31.0,174.4,64.9,47.8,57.0,14
M,105.0,81.0,32.0,158.4,63.2,29.1,56.0,13
F,101.0,81.0,36.0,121.2,47.8,24.7,36.0,11
M,70.0,53.0,18.0,45.3,19.9,11.5,13.0,6
M,90.0,71.0,24.0,79.1,29.4,15.3,29.0,9
I,102.0,81.0,24.0,122.0,45.8,26.2,47.0,11
F,98.0,76.0,26.0,107.8,45.8,27.1,33.0,12
F,101.0,82.0,27.0,131.4,58.2,26.6,39.0,15
M,76.0,60.0,20.0,50.1,21.2,10.7,15.5,8
I,54.0,39.0,14.0,20.4,9.0,2.7,6.8,8
F,74.0,59.0,20.0,53.7,23.3,11.2,16.7,7
M,100.0,77.0,27.0,110.2,44.9,14.3,41.2,11
M,129.0,101.0,33.0,261.4,86.7,52.4,104.0,10
M,113.0,88.0,23.0,183.7,80.8,35.7,58.0,11
F,134.0,109.0,35.0,341.4,139.9,77.4,115.0,13
F,118.0,83.0,30.0,176.1,72.9,46.8,47.0,11
F,94.0,72.0,22.0,99.3,47.4,25.4,26.0,6
F,102.0,77.0,27.0,126.4,56.4,29.0,34.0,8
M,144.0,115.0,46.0,453.9,176.7,79.7,133.0,16
M,110.0,81.0,30.0,184.7,82.4,42.7,48.0,7
I,40.0,29.0,5.0,6.9,2.2,1.5,2.0,5
M,130.0,103.0,36.0,266.3,113.3,69.4,81.0,13
F,105.0,81.0,23.0,144.0,62.1,38.3,40.0,14
M,113.0,87.0,37.0,206.4,70.8,40.9,62.0,20
F,122.0,94.0,32.0,203.4,85.2,45.1,64.0,12
F,109.0,81.0,35.0,196.0,51.7,41.4,76.0,18
I,65.0,49.0,15.0,29.9,12.1,6.6,9.0,5
I,62.0,47.0,15.0,30.3,11.2,6.3,10.0,7
M,90.0,67.0,28.0,95.6,37.3,23.0,32.0,11
F,98.0,76.0,31.0,115.6,47.9,25.1,36.0,9
F,101.0,81.0,32.0,136.7,54.2,29.0,43.0,10
F,77.0,60.0,20.0,54.5,22.3,11.4,16.0,6
F,124.0,97.0,44.0,302.2,101.9,56.8,102.0,17
F,127.0,101.0,37.0,260.7,100.2,59.0,82.0,17
F,133.0,106.0,37.0,279.1,91.2,64.1,98.0,15
M,67.0,53.0,19.0,39.5,15.9,7.5,14.0,9
I,59.0,43.0,15.0,23.2,7.4,5.9,8.0,8
I,96.0,76.0,25.0,104.6,42.1,20.9,35.0,15
I,64.0,50.0,16.0,31.3,11.4,6.8,12.0,9
I,86.0,68.0,25.0,76.8,27.5,12.2,29.2,14
M,113.0,90.0,28.0,201.1,75.7,48.8,53.0,12
F,120.0,96.0,33.0,226.9,90.7,54.0,67.0,10
F,117.0,92.0,34.0,216.7,74.9,65.2,65.0,14
F,111.0,84.0,28.0,173.6,66.0,48.6,42.0,13
F,114.0,99.0,32.0,218.3,90.4,55.0,63.0,14
F,124.0,97.0,35.0,254.2,106.2,61.5,74.0,11
M,126.0,102.0,38.0,299.7,82.5,61.5,109.0,16
M,85.0,68.0,24.0,77.6,29.8,17.4,25.0,10
F,128.0,101.0,38.0,247.1,88.7,62.1,73.0,14
M,135.0,105.0,35.0,280.4,96.6,64.1,93.0,16
M,100.0,80.0,29.0,120.5,43.2,27.6,42.0,11
M,77.0,61.0,18.0,55.5,21.8,10.3,20.0,9
M,104.0,87.0,39.0,194.6,59.7,42.7,71.0,18
M,104.0,83.0,35.0,150.6,51.6,34.2,51.0,8
M,128.0,105.0,40.0,275.3,88.0,61.5,94.0,16
I,88.0,70.0,24.0,75.0,28.5,19.3,23.0,9
F,84.0,64.0,26.0,82.7,32.9,21.2,23.8,10
F,90.0,70.0,27.0,112.0,46.2,27.4,29.0,13
I,84.0,65.0,25.0,78.3,31.5,20.5,23.0,9
F,128.0,101.0,38.0,255.3,96.7,65.6,80.0,12
M,114.0,91.0,30.0,192.0,77.4,47.7,55.0,11
M,82.0,65.0,24.0,74.9,31.6,16.2,25.0,12
M,97.0,82.0,30.0,139.2,48.1,32.5,53.0,13
F,122.0,96.0,38.0,259.1,104.3,64.5,73.0,12
F,118.0,97.0,41.0,246.3,90.5,47.6,84.0,13
M,133.0,107.0,31.0,276.6,119.2,51.3,97.0,14
I,69.0,57.0,20.0,44.5,17.3,11.6,15.0,8
M,127.0,102.0,31.0,231.2,85.6,57.8,63.0,18
M,139.0,106.0,30.0,295.4,127.5,60.5,86.0,14
F,138.0,108.0,37.0,314.3,138.7,63.6,94.0,15
M,111.0,87.0,27.0,171.6,75.4,31.7,58.0,15
M,130.0,105.0,38.0,299.9,125.3,80.1,79.0,14
M,127.0,96.0,38.0,293.4,116.5,60.6,84.0,15
F,131.0,102.0,32.0,218.4,79.2,56.5,74.0,14
F,138.0,111.0,41.0,363.3,155.7,87.9,103.0,19
F,139.0,110.0,32.0,327.3,138.8,60.1,88.0,13
M,110.0,87.0,32.0,181.2,68.4,43.8,59.0,13
F,122.0,99.0,38.0,242.6,92.8,61.2,73.0,15
M,119.0,100.0,33.0,212.0,80.4,56.0,55.0,11
M,60.0,48.0,18.0,32.2,14.5,7.8,10.0,6
F,87.0,70.0,25.0,91.8,39.4,22.9,29.0,9
I,91.0,75.0,25.0,106.6,46.6,21.2,37.0,8
M,96.0,76.0,26.0,123.5,60.0,28.4,35.0,12
I,86.0,70.0,21.0,73.2,34.1,17.1,22.0,6
F,87.0,70.0,21.0,83.9,38.8,20.1,26.0,7
I,60.0,46.0,15.0,30.0,12.1,8.4,9.0,5
F,115.0,96.0,30.0,174.9,75.0,38.6,58.0,12
M,101.0,77.0,22.0,131.0,63.7,30.0,37.0,9
M,91.0,75.0,25.0,96.8,43.1,20.4,33.0,7
M,128.0,101.0,33.0,288.7,122.9,60.7,78.0,18
F,112.0,87.0,25.0,175.5,66.9,42.9,58.0,13
F,129.0,104.0,38.0,262.1,116.0,57.6,74.0,12
F,119.0,97.0,29.0,250.3,100.7,58.5,66.0,14
M,113.0,90.0,23.0,181.7,79.6,39.4,58.0,17
F,131.0,100.0,28.0,234.1,108.1,63.5,57.0,12
M,96.0,76.0,27.0,105.6,40.0,27.9,32.0,14
F,99.0,77.0,27.0,132.5,60.1,32.7,37.0,11
F,80.0,67.0,23.0,86.7,42.1,24.1,24.0,10
M,82.0,62.0,25.0,71.9,28.3,17.7,23.0,11
F,119.0,93.0,29.0,221.4,80.4,48.3,62.0,12
F,125.0,95.0,26.0,171.9,63.9,35.5,48.0,13
M,104.0,85.0,31.0,154.7,59.4,24.6,51.0,17
M,93.0,72.0,25.0,87.3,33.8,21.5,29.0,11
F,95.0,75.0,28.0,100.2,38.4,23.5,35.0,13
F,100.0,81.0,28.0,134.7,53.0,24.8,50.0,18
M,92.0,71.0,22.0,83.0,43.0,16.4,26.0,12
M,97.0,77.0,25.0,95.5,40.0,15.7,34.0,12
F,93.0,78.0,28.0,111.1,42.6,21.5,43.0,15
M,105.0,83.0,32.0,128.9,52.0,31.5,44.0,12
F,131.0,106.0,38.0,285.6,98.6,63.6,113.0,18
M,138.0,108.0,37.0,323.9,106.6,70.6,111.0,24
M,110.0,90.0,34.0,162.0,63.4,31.4,44.0,11
F,116.0,95.0,33.0,207.7,82.8,52.0,61.0,13
F,118.0,95.0,31.0,194.3,74.2,47.0,56.0,11
M,113.0,88.0,31.0,173.6,69.6,43.4,52.0,11
F,133.0,114.0,37.0,304.4,139.3,60.5,81.0,13
F,124.0,102.0,35.0,225.1,99.7,45.4,63.0,14
M,110.0,92.0,26.0,141.7,61.0,29.1,41.0,12
F,121.0,95.0,29.0,203.7,93.9,45.0,54.0,15
M,107.0,84.0,32.0,144.0,55.0,32.8,45.0,15
F,102.0,79.0,24.0,123.5,52.4,24.4,38.6,12
M,106.0,81.0,26.0,147.6,56.9,34.0,38.6,9
F,99.0,75.0,30.0,119.4,52.3,27.0,35.6,11
M,115.0,91.0,37.0,231.2,110.5,48.6,59.0,13
F,126.0,100.0,32.0,244.0,98.1,60.0,69.0,14
M,118.0,90.0,24.0,149.7,66.9,26.3,44.0,14
F,121.0,97.0,33.0,214.7,87.4,41.0,66.0,14
M,129.0,100.0,38.0,245.8,104.8,55.6,79.0,17
F,124.0,100.0,35.0,229.2,95.4,46.0,78.0,13
M,121.0,97.0,35.0,229.0,86.5,54.0,81.0,16
F,123.0,100.0,41.0,221.1,88.9,45.4,78.0,16
F,132.0,105.0,38.0,334.0,130.5,97.5,98.0,11
F,142.0,115.0,35.0,311.0,129.3,74.1,104.0,15
F,113.0,90.0,37.0,185.7,60.4,36.1,53.0,12
F,114.0,87.0,28.0,161.7,64.7,36.6,44.0,16
I,120.0,89.0,35.0,211.4,76.6,43.2,71.0,16
I,82.0,60.0,23.0,51.9,19.4,10.3,16.0,10
F,90.0,65.0,27.0,87.6,36.1,23.3,22.0,9
M,55.0,40.0,16.0,19.8,7.4,4.8,6.0,5
I,97.0,71.0,24.0,101.7,42.0,24.4,27.0,9
F,124.0,97.0,33.0,233.2,96.6,47.6,71.0,13
F,96.0,76.0,27.0,101.4,38.3,27.3,31.0,12
F,101.0,82.0,30.0,126.9,48.6,26.7,43.0,17
M,80.0,62.0,22.0,62.8,27.6,11.4,20.0,11
I,90.0,71.0,23.0,87.7,36.8,21.6,22.5,11
M,70.0,52.0,18.0,39.0,14.9,8.2,13.1,9
M,88.0,70.0,28.0,90.2,34.2,14.1,36.8,16
M,53.0,40.0,13.0,16.8,6.8,2.1,6.0,7
M,33.0,25.0,8.0,4.9,1.9,0.9,1.6,4
F,141.0,111.0,40.0,293.7,94.3,64.7,104.0,19
F,107.0,85.0,31.0,155.3,60.4,31.3,50.0,16
I,98.0,77.0,28.0,108.5,39.6,25.4,35.0,11
F,96.0,74.0,26.0,117.7,49.5,30.1,31.9,15
F,79.0,60.0,21.0,67.5,28.7,15.1,19.6,12
I,75.0,56.0,20.0,51.3,23.3,11.7,14.5,12
M,69.0,53.0,18.0,32.6,12.3,7.4,9.7,10
I,110.0,83.0,27.0,161.9,59.7,40.3,56.0,12
I,127.0,96.0,40.0,273.1,125.1,51.9,85.0,16
I,115.0,95.0,34.0,193.4,75.5,56.8,55.0,13
F,109.0,87.0,30.0,137.1,58.1,29.0,45.0,10
F,77.0,61.0,25.0,62.8,29.2,11.1,16.0,10
F,102.0,68.0,36.0,140.1,62.4,33.0,40.0,11
I,88.0,68.0,25.0,97.9,34.7,17.5,40.0,13
I,90.0,72.0,25.0,90.0,38.2,17.3,29.0,12
I,78.0,60.0,21.0,51.8,19.1,7.6,17.0,8
F,85.0,65.0,27.0,76.4,29.3,15.8,28.0,12
F,90.0,70.0,25.0,88.7,37.0,18.0,29.0,11
I,132.0,105.0,36.0,338.7,120.5,80.1,84.0,15
F,137.0,105.0,35.0,342.0,108.3,61.8,116.0,16
F,117.0,95.0,37.0,171.5,69.3,35.7,55.0,12
I,108.0,87.0,29.0,194.0,85.7,44.0,52.8,17
F,98.0,78.0,27.0,118.0,43.0,25.0,36.9,12
M,86.0,66.0,19.0,68.0,26.3,17.0,22.4,14
F,91.0,73.0,22.0,77.0,33.2,9.2,26.9,13
I,99.0,76.0,29.0,103.0,35.0,19.6,42.4,13
F,96.0,76.0,29.0,118.0,46.4,28.2,46.0,12
I,94.0,80.0,32.0,102.0,32.3,14.6,39.6,14
M,83.0,64.0,20.0,60.1,24.3,11.5,20.8,11
I,98.0,77.0,23.0,136.6,65.3,32.3,33.0,13
I,94.0,75.0,21.0,93.6,33.3,21.6,34.0,10
I,89.0,69.0,26.0,81.5,27.3,12.9,36.0,11
F,102.0,76.0,26.0,116.8,44.8,27.1,37.0,13
F,104.0,81.0,29.0,165.8,70.7,33.7,41.0,15
I,95.0,73.0,28.0,90.9,34.2,23.6,31.6,8
F,91.0,72.0,22.0,87.7,41.2,19.6,25.0,10
I,87.0,68.0,22.0,81.4,33.7,14.6,26.0,10
I,78.0,60.0,20.0,61.7,27.7,14.7,17.0,6
I,75.0,57.0,20.0,47.8,21.0,11.1,14.0,8
M,57.0,43.0,15.0,21.2,8.3,4.6,7.0,5
I,116.0,89.0,34.0,235.6,78.7,43.3,63.0,20
F,116.0,88.0,35.0,214.6,80.1,46.9,67.0,19
M,82.0,63.0,19.0,61.2,24.2,14.7,18.0,9
M,82.0,60.0,20.0,60.2,24.8,13.8,18.0,9
I,108.0,81.0,30.0,151.7,61.4,41.5,38.0,10
M,66.0,49.0,17.0,34.2,13.1,7.3,11.0,11
I,88.0,62.0,23.0,72.5,26.8,16.4,24.0,11
M,56.0,42.0,13.0,18.1,7.0,4.0,6.0,5
I,118.0,93.0,39.0,217.7,73.7,37.4,75.0,17
I,122.0,96.0,33.0,219.4,84.3,52.8,67.0,13
I,122.0,92.0,34.0,255.6,82.0,51.4,74.0,17
M,91.0,69.0,25.0,88.0,33.8,21.3,27.0,12
M,66.0,47.0,18.0,32.6,12.3,6.8,11.0,10
I,88.0,66.0,27.0,104.4,34.0,18.1,39.0,16
M,108.0,81.0,31.0,194.3,64.5,38.8,58.0,19
F,95.0,75.0,25.0,117.6,47.4,34.3,31.0,10
F,92.0,66.0,30.0,106.5,41.7,36.1,25.0,10
I,62.0,47.0,18.0,25.4,9.6,6.2,8.0,6
I,51.0,38.0,14.0,16.3,5.6,3.2,6.2,5
M,67.0,51.0,15.0,32.7,12.3,6.9,11.4,8
I,59.0,42.0,16.0,20.0,7.6,5.2,6.2,8
I,38.0,26.0,9.0,5.3,1.8,1.0,1.8,5
M,109.0,87.0,33.0,199.1,64.9,53.3,65.0,19
M,99.0,80.0,24.0,132.1,52.1,32.2,38.0,15
M,100.0,75.0,26.0,144.2,61.1,34.5,44.0,14
F,61.0,45.0,14.0,29.7,11.7,6.7,9.0,7
F,95.0,70.0,23.0,97.4,38.8,29.1,25.0,13
M,103.0,80.0,25.0,191.0,68.2,50.7,52.0,13
M,109.0,82.0,29.0,174.6,60.7,39.2,62.0,18
M,148.0,107.0,37.0,330.0,146.8,90.1,67.0,13
M,113.0,93.0,30.0,225.7,75.4,70.5,66.0,16
M,112.0,88.0,32.0,222.3,100.7,55.7,52.0,10
M,109.0,84.0,25.0,194.9,70.6,34.8,61.0,13
M,129.0,103.0,37.0,292.1,116.7,63.1,82.0,19
M,115.0,87.0,26.0,202.1,73.6,44.4,64.0,10
M,124.0,96.0,32.0,215.3,82.4,50.6,60.0,13
F,121.0,90.0,33.0,244.5,71.4,40.4,77.0,13
M,121.0,95.0,32.0,323.2,109.9,66.4,68.0,18
F,95.0,75.0,30.0,111.8,39.1,24.3,38.9,12
M,73.0,57.0,17.0,44.1,17.1,10.3,14.0,9
F,92.0,70.0,23.0,88.0,38.0,20.5,26.0,8
M,106.0,86.0,27.0,175.8,56.0,43.3,50.0,10
M,96.0,79.0,30.0,136.3,42.9,28.1,49.9,18
M,91.0,69.0,30.0,115.9,33.7,25.0,43.0,13
I,70.0,53.0,22.0,41.8,13.2,11.8,15.0,9
M,74.0,56.0,21.0,44.8,16.3,11.5,15.0,8
I,68.0,50.0,15.0,35.3,15.7,8.1,10.0,7
I,70.0,56.0,15.0,39.2,16.4,8.0,12.8,8
I,70.0,53.0,16.0,38.4,16.2,9.3,10.6,6
I,78.0,63.0,18.0,61.9,29.4,10.0,18.0,7
I,79.0,62.0,19.0,62.6,26.2,14.4,18.6,7
I,83.0,62.0,21.0,71.9,33.4,16.6,18.3,6
I,86.0,64.0,20.0,77.1,38.4,14.9,20.0,7
I,96.0,71.0,23.0,115.7,50.0,21.2,36.8,8
M,98.0,79.0,24.0,134.8,66.5,24.7,37.0,9
F,98.0,74.0,21.0,105.3,49.8,20.1,29.6,7
F,112.0,93.0,32.0,206.3,86.4,40.5,67.4,9
M,112.0,90.0,28.0,180.0,94.4,36.4,43.6,7
M,116.0,92.0,30.0,203.3,98.2,44.2,53.0,9
F,116.0,96.0,36.0,249.9,98.9,54.0,74.2,8
M,118.0,94.0,27.0,233.7,107.8,55.8,56.0,8
F,119.0,95.0,33.0,229.6,88.8,42.8,74.0,10
M,120.0,95.0,30.0,217.8,103.9,44.6,58.4,11
M,122.0,94.0,31.0,206.5,99.4,43.5,55.7,9
F,126.0,95.0,30.0,234.4,107.2,50.8,63.2,11
M,128.0,102.0,34.0,274.3,113.4,61.4,81.8,10
F,130.0,109.0,37.0,301.1,131.3,68.2,86.0,10
M,142.0,110.0,40.0,380.9,176.4,88.0,100.0,13
M,148.0,121.0,40.0,498.5,229.1,115.0,104.7,13
I,50.0,36.0,13.0,16.1,6.9,3.7,4.3,4
I,56.0,42.0,13.0,22.2,8.5,5.7,6.0,6
I,65.0,48.0,15.0,30.4,13.0,6.1,9.0,6
I,70.0,53.0,19.0,39.8,14.6,9.8,12.0,5
I,72.0,54.0,18.0,43.8,19.4,8.1,13.0,6
I,73.0,54.0,21.0,43.1,18.3,9.5,12.6,6
I,74.0,56.0,18.0,51.3,25.1,12.9,12.9,6
I,75.0,57.0,18.0,51.4,20.9,12.4,15.0,7
I,76.0,55.0,19.0,50.1,18.9,13.1,15.0,6
I,79.0,60.0,18.0,55.8,26.8,9.8,15.0,8
I,86.0,67.0,21.0,75.6,37.6,15.7,18.0,6
I,88.0,70.0,25.0,91.2,42.0,19.1,26.2,8
I,93.0,74.0,20.0,101.1,46.8,22.0,28.0,7
F,93.0,71.0,23.0,94.1,39.1,23.6,25.2,7
M,96.0,74.0,26.0,128.6,69.8,23.1,27.0,8
I,97.0,74.0,20.0,102.6,43.8,21.5,26.0,7
F,98.0,80.0,23.0,113.8,51.2,26.5,29.0,9
I,99.0,80.0,29.0,115.6,50.9,26.1,32.9,8
I,100.0,77.0,22.0,119.2,60.3,20.8,30.2,8
F,101.0,78.0,24.0,114.5,51.1,26.5,29.2,8
M,104.0,78.0,24.0,128.7,57.7,31.4,32.2,7
M,104.0,79.0,25.0,162.3,80.7,33.2,40.0,7
F,105.0,88.0,25.0,142.3,64.1,31.8,38.3,7
M,110.0,88.0,31.0,183.1,72.9,39.0,50.0,8
F,111.0,88.0,29.0,176.3,86.0,39.5,43.1,8
F,111.0,84.0,22.0,186.2,88.9,34.2,45.0,8
F,115.0,92.0,33.0,213.0,99.7,42.9,56.3,8
M,120.0,95.0,31.0,227.7,100.4,45.9,62.0,9
F,122.0,96.0,32.0,246.8,119.6,47.6,63.0,12
F,122.0,99.0,35.0,252.7,106.0,63.0,69.1,10
F,122.0,94.0,32.0,214.9,98.5,47.2,58.0,8
M,123.0,101.0,38.0,280.6,134.3,58.5,73.0,8
M,124.0,97.0,33.0,226.5,104.7,50.1,56.5,9
F,125.0,99.0,32.0,222.3,89.9,56.5,69.0,11
F,125.0,94.0,34.0,251.0,105.0,48.3,81.0,10
M,125.0,97.0,34.0,287.4,117.1,58.6,95.0,11
M,127.0,99.0,31.0,272.7,116.6,59.7,59.0,10
F,128.0,96.0,39.0,228.7,98.3,46.9,70.6,9
M,128.0,100.0,34.0,290.9,128.4,71.5,70.8,9
M,132.0,105.0,36.0,295.6,116.3,76.2,74.4,10
F,133.0,104.0,33.0,337.7,145.9,81.4,85.3,11
F,143.0,117.0,46.0,414.5,173.1,81.9,113.0,10
M,144.0,113.0,40.0,357.4,143.6,77.0,105.8,11
F,145.0,116.0,37.0,304.6,160.9,71.9,87.5,9
I,33.0,24.0,10.0,4.2,1.5,0.9,2.8,3
I,42.0,30.0,11.0,9.1,4.0,1.3,2.6,4
I,71.0,53.0,17.0,48.7,24.4,10.5,12.0,6
I,80.0,63.0,17.0,53.5,23.2,11.7,15.3,6
I,80.0,58.0,20.0,51.6,20.8,11.8,16.3,7
I,80.0,60.0,22.0,59.7,27.5,14.2,15.0,6
